ImageId,Usage,GrainWeight,Gsw,PhiPS2,Fertilizer,Heerup,Kvium,Rembrandt,Sheriff
01247,Private,4476,0.034165,0.612709,0.0,0,1,0,0
01249,Private,5180,0.087044,0.631876,0.5,0,0,0,1
01251,Public,6020,0.014072,0.715007,0.5,1,0,0,0
01256,Private,3278,0.086723,0.476051,0.0,1,0,0,0
01260,Public,3860,0.055612,0.458771,0.0,0,0,1,0
01261,Public,3249,0.078691,0.598074,0.0,0,1,0,0
01263,Private,4476,0.069974,0.578429,0.0,0,1,0,0
01265,Public,8551,0.030935,0.447324,1.0,0,0,0,1
01266,Private,3418,0.052815,0.515769,0.0,1,0,0,0
01269,Private,7100,0.007341,0.701088,1.0,0,0,0,1
01275,Private,3278,0.05104,0.682582,0.0,1,0,0,0
01279,Private,7100,0.050662,0.495767,1.0,0,0,0,1
01285,Public,8551,0.033617,0.691409,1.0,0,0,0,1
01286,Private,3418,0.061084,0.377926,0.0,1,0,0,0
01288,Public,3249,0.056663,0.578159,0.0,0,1,0,0
01301,Private,3278,0.023706,0.674398,0.0,1,0,0,0
01312,Private,4476,0.019286,0.693365,0.0,0,1,0,0
01313,Private,3418,0.035884,0.514759,0.0,1,0,0,0
01314,Private,4476,0.049744,0.613997,0.0,0,1,0,0
01318,Private,4476,0.042397,0.352514,0.0,0,1,0,0
01320,Private,3278,0.067135,0.456363,0.0,1,0,0,0
01321,Public,3249,0.03275,0.517338,0.0,0,1,0,0
01322,Private,7260,0.027444,0.650935,0.5,0,0,1,0
01324,Public,6020,0.019418,0.377357,0.5,1,0,0,0
01330,Private,3418,0.052401,0.391583,0.0,1,0,0,0
01335,Private,4476,0.060812,0.693017,0.0,0,1,0,0
01336,Public,8551,0.040053,0.676582,1.0,0,0,0,1
01338,Private,4476,0.036091,0.564059,0.0,0,1,0,0
01340,Public,8551,0.062042,0.448945,1.0,0,0,0,1
01343,Private,3278,0.07547,0.579407,0.0,1,0,0,0
01344,Public,3249,0.032753,0.598218,0.0,0,1,0,0
01360,Public,8551,0.045501,0.458927,1.0,0,0,0,1
01362,Public,8551,0.069252,0.533413,1.0,0,0,0,1
01363,Public,8551,0.006705,0.694296,1.0,0,0,0,1
01367,Private,5180,0.067351,0.670681,0.5,0,0,0,1
01369,Public,8551,0.090556,0.398699,1.0,0,0,0,1
01370,Private,4476,0.028289,0.453314,0.0,0,1,0,0
01372,Private,5180,0.067351,0.670681,0.5,0,0,0,1
01373,Private,4476,0.086584,0.407798,0.0,0,1,0,0
01374,Private,3418,0.053376,0.503692,0.0,1,0,0,0
01376,Private,3418,0.064433,0.366367,0.0,1,0,0,0
01378,Private,7100,0.045695,0.489249,1.0,0,0,0,1
01379,Private,7700,0.040805,0.510438,1.0,0,1,0,0
01380,Private,7700,0.049829,0.559572,1.0,0,1,0,0
01381,Private,4476,0.050169,0.448906,0.0,0,1,0,0
01383,Public,3249,0.060767,0.685335,0.0,0,1,0,0
01385,Private,3418,0.095056,0.41051,0.0,1,0,0,0
01387,Public,3860,0.065367,0.41209,0.0,0,0,1,0
01388,Private,7700,0.042049,0.559402,1.0,0,1,0,0
01389,Public,3249,0.057251,0.365583,0.0,0,1,0,0
01393,Public,8551,0.065904,0.675377,1.0,0,0,0,1
01395,Public,3860,0.06296,0.564917,0.0,0,0,1,0
01399,Public,8551,0.048425,0.661383,1.0,0,0,0,1
01401,Public,3249,0.049321,0.655361,0.0,0,1,0,0
01408,Private,3418,0.056581,0.525364,0.0,1,0,0,0
01411,Private,7987,0.0316,0.704918,0.5,0,0,1,0
01412,Private,7700,0.072365,0.489218,1.0,0,1,0,0
01415,Public,3860,0.060467,0.461046,0.0,0,0,1,0
01421,Private,3418,0.061084,0.377926,0.0,1,0,0,0
01424,Private,7100,0.027659,0.486631,1.0,0,0,0,1
01431,Public,3249,0.063759,0.557563,0.0,0,1,0,0
01436,Private,3418,0.017378,0.540416,0.0,1,0,0,0
01438,Private,7100,0.016304,0.439451,1.0,0,0,0,1
01444,Public,8551,0.050579,0.47727,1.0,0,0,0,1
01451,Private,3278,0.051559,0.49871,0.0,1,0,0,0
01457,Private,3278,0.076643,0.393778,0.0,1,0,0,0
01465,Private,7700,0.048174,0.55508,1.0,0,1,0,0
01467,Public,8551,0.089274,0.487303,1.0,0,0,0,1
01468,Private,7260,0.01397,0.635808,0.5,0,0,1,0
01469,Private,3418,0.079817,0.422896,0.0,1,0,0,0
01473,Private,5180,0.037538,0.681463,0.5,0,0,0,1
01478,Private,4476,0.042804,0.411948,0.0,0,1,0,0
01481,Private,7700,0.035272,0.504133,1.0,0,1,0,0
01484,Private,3278,0.070085,0.451071,0.0,1,0,0,0
01488,Public,3249,0.056663,0.578159,0.0,0,1,0,0
01490,Private,3278,0.057458,0.450074,0.0,1,0,0,0
01491,Private,7100,-0.006446,0.692583,1.0,0,0,0,1
01494,Private,7100,-0.008695,0.70177,1.0,0,0,0,1
01495,Private,4476,0.025843,0.658685,0.0,0,1,0,0
01496,Private,4476,0.091411,0.426093,0.0,0,1,0,0
01498,Private,4476,0.034881,0.396165,0.0,0,1,0,0
01502,Private,4476,0.065376,0.660749,0.0,0,1,0,0
01506,Private,3278,0.053595,0.613886,0.0,1,0,0,0
01507,Private,7100,-0.004418,0.697958,1.0,0,0,0,1
01510,Private,3278,0.046821,0.505956,0.0,1,0,0,0
01511,Private,3278,0.046821,0.505956,0.0,1,0,0,0
01513,Public,3860,0.048515,0.512104,0.0,0,0,1,0
01515,Private,4476,0.02347,0.582796,0.0,0,1,0,0
01516,Private,7100,0.03487,0.560551,1.0,0,0,0,1
01517,Private,7987,0.007396,0.699258,0.5,0,0,1,0
01518,Private,7700,0.132985,0.456565,1.0,0,1,0,0
01521,Public,3860,0.06296,0.564917,0.0,0,0,1,0
01522,Private,7260,0.008858,0.492404,0.5,0,0,1,0
01526,Public,6020,0.019418,0.377357,0.5,1,0,0,0
01531,Private,4476,0.071873,0.405598,0.0,0,1,0,0
01540,Public,3249,0.049321,0.655361,0.0,0,1,0,0
01548,Public,8551,0.073369,0.477043,1.0,0,0,0,1
01551,Public,3860,0.058015,0.395793,0.0,0,0,1,0
01554,Private,3278,0.055941,0.374705,0.0,1,0,0,0
01559,Private,7100,0.028109,0.451219,1.0,0,0,0,1
01561,Private,3418,0.078377,0.553292,0.0,1,0,0,0
01568,Private,3418,0.063674,0.671585,0.0,1,0,0,0
01569,Private,5180,0.069923,0.671581,0.5,0,0,0,1
01571,Public,8551,0.016226,0.68463,1.0,0,0,0,1
01573,Private,7987,0.023218,0.680787,0.5,0,0,1,0
01576,Private,7987,0.044132,0.669021,0.5,0,0,1,0
01577,Public,8551,0.038671,0.690138,1.0,0,0,0,1
01579,Public,6020,0.043129,0.455554,0.5,1,0,0,0
01580,Private,5180,0.084936,0.570166,0.5,0,0,0,1
01581,Public,3860,0.042343,0.489469,0.0,0,0,1,0
01589,Public,3249,0.052805,0.685185,0.0,0,1,0,0
01591,Private,3418,0.062516,0.630431,0.0,1,0,0,0
01593,Private,7987,0.020729,0.692319,0.5,0,0,1,0
01601,Public,3860,0.055815,0.497512,0.0,0,0,1,0
01602,Private,7100,0.041078,0.475901,1.0,0,0,0,1
01603,Private,7700,0.040462,0.476098,1.0,0,1,0,0
01604,Private,7987,0.020729,0.692319,0.5,0,0,1,0
01606,Private,5180,0.045823,0.684462,0.5,0,0,0,1
01608,Private,7100,0.045695,0.489249,1.0,0,0,0,1
01609,Private,7700,-0.004924,0.724057,1.0,0,1,0,0
01610,Private,7700,0.060623,0.545723,1.0,0,1,0,0
01611,Private,7100,0.027659,0.486631,1.0,0,0,0,1
01616,Public,3249,0.065265,0.406836,0.0,0,1,0,0
01618,Private,7100,0.050662,0.495767,1.0,0,0,0,1
01622,Public,3860,0.052226,0.673155,0.0,0,0,1,0
01625,Public,3249,0.066718,0.661623,0.0,0,1,0,0
01627,Public,3860,0.049546,0.377517,0.0,0,0,1,0
01628,Public,3249,0.058946,0.581298,0.0,0,1,0,0
01631,Public,3860,0.080828,0.351767,0.0,0,0,1,0
01636,Private,7700,0.061881,0.542281,1.0,0,1,0,0
01638,Private,3278,0.046821,0.505956,0.0,1,0,0,0
01647,Public,8551,0.014127,0.685399,1.0,0,0,0,1
01650,Public,8551,0.065904,0.675377,1.0,0,0,0,1
01651,Private,7987,0.028254,0.676212,0.5,0,0,1,0
01652,Private,7700,0.049829,0.559572,1.0,0,1,0,0
01655,Public,3860,0.009495,0.654177,0.0,0,0,1,0
01659,Public,8551,0.102161,0.471835,1.0,0,0,0,1
01660,Private,7700,-0.004742,0.722184,1.0,0,1,0,0
01661,Private,3278,0.038593,0.418096,0.0,1,0,0,0
01664,Public,3249,0.066718,0.661623,0.0,0,1,0,0
01666,Private,3278,0.023706,0.674398,0.0,1,0,0,0
01672,Private,3278,0.04154,0.543389,0.0,1,0,0,0
01679,Private,7700,0.132985,0.456565,1.0,0,1,0,0
01684,Private,3278,0.063307,0.392977,0.0,1,0,0,0
01685,Private,4476,0.076991,0.571083,0.0,0,1,0,0
01686,Public,8551,0.069252,0.533413,1.0,0,0,0,1
01687,Private,3278,0.080599,0.382502,0.0,1,0,0,0
01688,Private,7100,0.041586,0.541448,1.0,0,0,0,1
01692,Private,7100,0.037407,0.564327,1.0,0,0,0,1
01693,Private,7100,0.016304,0.439451,1.0,0,0,0,1
01694,Private,7700,0.004194,0.73965,1.0,0,1,0,0
01695,Private,7100,0.05963,0.473523,1.0,0,0,0,1
01697,Public,8551,0.045501,0.458927,1.0,0,0,0,1
01698,Private,7100,0.047245,0.548436,1.0,0,0,0,1
01699,Private,4476,0.071275,0.451816,0.0,0,1,0,0
01700,Private,5180,0.070877,0.642496,0.5,0,0,0,1
01702,Private,4476,0.086994,0.435218,0.0,0,1,0,0
01705,Private,4476,0.052375,0.403666,0.0,0,1,0,0
01720,Public,3249,0.052805,0.685185,0.0,0,1,0,0
01722,Private,3418,0.08258,0.467347,0.0,1,0,0,0
01723,Public,6020,0.008771,0.722859,0.5,1,0,0,0
01725,Public,3860,0.060533,0.652117,0.0,0,0,1,0
01727,Private,4476,0.034165,0.612709,0.0,0,1,0,0
01735,Public,6020,0.049381,0.709599,0.5,1,0,0,0
01745,Private,4476,0.042742,0.419513,0.0,0,1,0,0
01748,Public,8551,0.120656,0.551172,1.0,0,0,0,1
01750,Public,8551,0.073501,0.703403,1.0,0,0,0,1
01751,Public,3249,0.067891,0.405237,0.0,0,1,0,0
01757,Private,4476,0.066787,0.433892,0.0,0,1,0,0
01758,Private,5180,0.037538,0.681463,0.5,0,0,0,1
01759,Private,7700,0.079247,0.448363,1.0,0,1,0,0
01760,Private,7987,0.024946,0.686712,0.5,0,0,1,0
01771,Private,7100,0.047245,0.548436,1.0,0,0,0,1
01782,Private,3278,0.080599,0.382502,0.0,1,0,0,0
01783,Public,3860,0.042343,0.489469,0.0,0,0,1,0
01789,Public,3249,0.065265,0.406836,0.0,0,1,0,0
01790,Public,8551,0.00841,0.687672,1.0,0,0,0,1
01792,Public,3860,0.038503,0.462887,0.0,0,0,1,0
01802,Private,4476,0.04814,0.657489,0.0,0,1,0,0
01805,Private,7700,-0.003778,0.729855,1.0,0,1,0,0
01807,Public,6020,-0.001581,0.166089,0.5,1,0,0,0
01808,Public,8551,0.066933,0.509415,1.0,0,0,0,1
01814,Private,3278,0.076643,0.393778,0.0,1,0,0,0
01815,Private,4476,0.027293,0.592038,0.0,0,1,0,0
01820,Private,4476,0.011304,0.571092,0.0,0,1,0,0
01821,Public,3860,0.049651,0.615483,0.0,0,0,1,0
01826,Private,7100,0.062147,0.407858,1.0,0,0,0,1
01828,Private,3278,0.021123,0.682306,0.0,1,0,0,0
01830,Private,3278,0.072376,0.417579,0.0,1,0,0,0
01833,Private,4476,0.030596,0.316641,0.0,0,1,0,0
01841,Private,7100,0.037407,0.564327,1.0,0,0,0,1
01843,Private,7987,0.002236,0.70908,0.5,0,0,1,0
01846,Private,7700,-0.003778,0.729855,1.0,0,1,0,0
01853,Public,3860,0.039319,0.680127,0.0,0,0,1,0
01857,Private,3418,0.08539,0.54932,0.0,1,0,0,0
01860,Private,4476,0.050169,0.448906,0.0,0,1,0,0
01862,Private,3418,0.019949,0.619432,0.0,1,0,0,0
01863,Private,7100,0.073345,0.46131,1.0,0,0,0,1
01872,Private,4476,0.027293,0.592038,0.0,0,1,0,0
01873,Private,7700,0.091298,0.501606,1.0,0,1,0,0
01876,Private,7700,0.080216,0.44391,1.0,0,1,0,0
01877,Public,3249,0.020921,0.669232,0.0,0,1,0,0
01885,Public,6020,0.043129,0.455554,0.5,1,0,0,0
01888,Public,3249,0.042967,0.539247,0.0,0,1,0,0
01889,Public,3860,0.080809,0.67349,0.0,0,0,1,0
01890,Private,3278,0.043466,0.517059,0.0,1,0,0,0
01891,Private,3278,0.054984,0.405428,0.0,1,0,0,0
01895,Public,8551,0.073501,0.703403,1.0,0,0,0,1
01896,Public,3860,0.069415,0.472824,0.0,0,0,1,0
01900,Private,3418,0.019443,0.615926,0.0,1,0,0,0
01902,Public,8551,0.016951,0.628567,1.0,0,0,0,1
01903,Private,3418,0.051326,0.626669,0.0,1,0,0,0
01909,Public,8551,0.059587,0.464837,1.0,0,0,0,1
01910,Private,3418,0.062516,0.630431,0.0,1,0,0,0
01913,Private,3278,0.065773,0.455761,0.0,1,0,0,0
01914,Public,8551,0.062183,0.503283,1.0,0,0,0,1
01917,Private,4476,0.077801,0.419232,0.0,0,1,0,0
01920,Public,8551,0.026939,0.656186,1.0,0,0,0,1
01928,Private,3278,0.050846,0.370782,0.0,1,0,0,0
01933,Private,3418,0.040272,0.441395,0.0,1,0,0,0
01940,Private,4476,0.021034,0.607535,0.0,0,1,0,0
01941,Private,7100,0.039918,0.576408,1.0,0,0,0,1
01944,Private,3418,0.064433,0.366367,0.0,1,0,0,0
01947,Public,8551,0.040053,0.676582,1.0,0,0,0,1
01954,Public,3860,0.049651,0.615483,0.0,0,0,1,0
01955,Private,3418,0.040272,0.441395,0.0,1,0,0,0
01965,Private,3278,0.043466,0.517059,0.0,1,0,0,0
01967,Public,3249,0.03275,0.517338,0.0,0,1,0,0
01969,Private,7100,-0.004418,0.697958,1.0,0,0,0,1
01972,Private,3418,0.061084,0.377926,0.0,1,0,0,0
01976,Private,3278,0.057144,0.368157,0.0,1,0,0,0
01983,Private,7700,0.072365,0.489218,1.0,0,1,0,0
01985,Private,7100,0.039363,0.599372,1.0,0,0,0,1
01986,Public,3860,0.06224,0.368326,0.0,0,0,1,0
01987,Public,8551,0.130699,0.46934,1.0,0,0,0,1
01990,Private,3418,0.041713,0.523997,0.0,1,0,0,0
01991,Private,4476,0.011304,0.571092,0.0,0,1,0,0
02000,Public,8551,0.020612,0.518137,1.0,0,0,0,1
02010,Private,3418,0.035973,0.467005,0.0,1,0,0,0
02011,Private,3418,0.041713,0.523997,0.0,1,0,0,0
02012,Private,7100,0.031986,0.578314,1.0,0,0,0,1
02014,Private,3278,0.03306,0.688017,0.0,1,0,0,0
02015,Private,3278,0.063307,0.392977,0.0,1,0,0,0
02018,Public,8551,0.130699,0.46934,1.0,0,0,0,1
02028,Private,4476,0.060812,0.693017,0.0,0,1,0,0
02035,Public,3249,0.083818,0.543474,0.0,0,1,0,0
02036,Public,3860,0.086772,0.639761,0.0,0,0,1,0
02050,Private,3278,0.038593,0.418096,0.0,1,0,0,0
02053,Private,7700,0.063039,0.481038,1.0,0,1,0,0
02054,Public,8551,0.032678,0.618279,1.0,0,0,0,1
02060,Private,7987,0.007396,0.699258,0.5,0,0,1,0
02067,Private,3278,0.067135,0.456363,0.0,1,0,0,0
02069,Private,4476,0.091411,0.426093,0.0,0,1,0,0
02071,Private,4476,0.034165,0.612709,0.0,0,1,0,0
02073,Private,7100,0.037407,0.564327,1.0,0,0,0,1
02076,Public,6020,0.002652,0.683675,0.5,1,0,0,0
02082,Private,3278,0.05104,0.682582,0.0,1,0,0,0
02084,Public,3860,0.069946,0.476403,0.0,0,0,1,0
02090,Private,3418,0.027518,0.567875,0.0,1,0,0,0
02091,Public,8551,0.120656,0.551172,1.0,0,0,0,1
02092,Private,4476,0.056336,0.467545,0.0,0,1,0,0
02093,Private,3418,0.100275,0.588684,0.0,1,0,0,0
02101,Public,3860,0.101616,0.446236,0.0,0,0,1,0
02102,Private,3278,0.061033,0.611593,0.0,1,0,0,0
02103,Public,3860,0.083664,0.683161,0.0,0,0,1,0
02105,Private,4476,0.049744,0.613997,0.0,0,1,0,0
02108,Private,3278,0.083006,0.513533,0.0,1,0,0,0
02109,Private,3278,0.055941,0.374705,0.0,1,0,0,0
02113,Private,4476,0.034165,0.612709,0.0,0,1,0,0
02117,Public,8551,0.073369,0.477043,1.0,0,0,0,1
02118,Public,3860,0.047693,0.610021,0.0,0,0,1,0
02119,Private,3418,0.017378,0.540416,0.0,1,0,0,0
02121,Private,7700,0.055023,0.455383,1.0,0,1,0,0
02122,Private,3278,0.076643,0.393778,0.0,1,0,0,0
02124,Public,8551,0.090556,0.398699,1.0,0,0,0,1
02128,Private,3278,0.055941,0.374705,0.0,1,0,0,0
02129,Private,3418,0.025086,0.536391,0.0,1,0,0,0
02140,Private,7700,0.027278,0.634527,1.0,0,1,0,0
02150,Public,3860,0.06224,0.368326,0.0,0,0,1,0
02151,Public,6020,0.008771,0.722859,0.5,1,0,0,0
02156,Private,4476,0.052178,0.599224,0.0,0,1,0,0
02157,Public,8551,0.016226,0.68463,1.0,0,0,0,1
02158,Private,7100,0.050777,0.486338,1.0,0,0,0,1
02160,Private,7987,0.044132,0.669021,0.5,0,0,1,0
02161,Private,4476,0.086994,0.435218,0.0,0,1,0,0
02162,Private,3278,0.043466,0.517059,0.0,1,0,0,0
02163,Public,3249,0.093279,0.554212,0.0,0,1,0,0
02168,Public,3249,0.116517,0.607736,0.0,0,1,0,0
02169,Private,7700,-0.004924,0.724057,1.0,0,1,0,0
02171,Private,7987,0.002236,0.70908,0.5,0,0,1,0
02172,Private,3278,0.0656,0.592714,0.0,1,0,0,0
02178,Private,3278,0.0656,0.592714,0.0,1,0,0,0
02179,Private,3418,0.063674,0.671585,0.0,1,0,0,0
02180,Private,4476,0.057681,0.654241,0.0,0,1,0,0
02182,Private,7700,0.057878,0.540525,1.0,0,1,0,0
02187,Public,3860,0.052629,0.404019,0.0,0,0,1,0
02191,Private,7100,0.074137,0.484077,1.0,0,0,0,1
02194,Private,3278,0.029921,0.649144,0.0,1,0,0,0
02197,Private,3278,0.054984,0.405428,0.0,1,0,0,0
02202,Private,3278,0.038593,0.418096,0.0,1,0,0,0
02203,Private,7700,0.061881,0.542281,1.0,0,1,0,0
02206,Private,4476,0.031343,0.633193,0.0,0,1,0,0
02212,Private,3278,0.052525,0.677416,0.0,1,0,0,0
02213,Private,3278,0.060648,0.55886,0.0,1,0,0,0
02217,Public,8551,0.014434,0.685504,1.0,0,0,0,1
02221,Private,7260,0.058985,0.659418,0.5,0,0,1,0
02222,Private,3418,0.10383,0.461001,0.0,1,0,0,0
02223,Public,8551,0.006705,0.694296,1.0,0,0,0,1
02225,Public,8551,0.00873,0.692102,1.0,0,0,0,1
02227,Public,3249,0.066163,0.425499,0.0,0,1,0,0
02231,Private,7700,-0.00141,0.730463,1.0,0,1,0,0
02236,Private,4476,0.071275,0.451816,0.0,0,1,0,0
02243,Private,3278,0.092032,0.408123,0.0,1,0,0,0
02244,Private,3278,0.060648,0.55886,0.0,1,0,0,0
02246,Public,3860,0.082623,0.544401,0.0,0,0,1,0
02248,Private,4476,0.039843,0.550671,0.0,0,1,0,0
02250,Private,3418,0.07539,0.545136,0.0,1,0,0,0
02251,Public,3860,0.094366,0.432033,0.0,0,0,1,0
02253,Private,7987,0.028254,0.676212,0.5,0,0,1,0
02255,Private,4476,0.052375,0.403666,0.0,0,1,0,0
02256,Private,7700,0.079395,0.471859,1.0,0,1,0,0
02257,Public,3249,0.093279,0.554212,0.0,0,1,0,0
02261,Public,6020,0.014072,0.715007,0.5,1,0,0,0
02266,Private,4476,0.04814,0.657489,0.0,0,1,0,0
02271,Public,8551,0.120656,0.551172,1.0,0,0,0,1
02274,Private,4476,0.030596,0.316641,0.0,0,1,0,0
02276,Public,3860,0.060931,0.691215,0.0,0,0,1,0
02285,Public,8551,0.030935,0.447324,1.0,0,0,0,1
02292,Public,3860,0.069358,0.437029,0.0,0,0,1,0
02293,Private,3278,0.052525,0.677416,0.0,1,0,0,0
02294,Public,8551,0.062042,0.448945,1.0,0,0,0,1
02295,Public,8551,0.092224,0.530869,1.0,0,0,0,1
02304,Public,6020,-0.000247,0.544604,0.5,1,0,0,0
02306,Private,3418,0.040017,0.394129,0.0,1,0,0,0
02310,Public,3249,0.08047,0.449116,0.0,0,1,0,0
02312,Private,3278,0.077693,0.42577,0.0,1,0,0,0
02313,Public,3860,0.009495,0.654177,0.0,0,0,1,0
02314,Private,3418,0.08258,0.467347,0.0,1,0,0,0
02315,Public,6020,0.018581,0.716294,0.5,1,0,0,0
02316,Private,3278,0.067737,0.646939,0.0,1,0,0,0
02319,Private,4476,0.065376,0.660749,0.0,0,1,0,0
02320,Public,3860,0.079589,0.416008,0.0,0,0,1,0
02321,Public,3860,0.070066,0.561582,0.0,0,0,1,0
02322,Public,3860,0.06224,0.368326,0.0,0,0,1,0
02324,Public,8551,0.069693,0.44572,1.0,0,0,0,1
02326,Private,4476,0.056336,0.467545,0.0,0,1,0,0
02327,Public,8551,0.007086,0.677194,1.0,0,0,0,1
02328,Private,7987,0.0316,0.704918,0.5,0,0,1,0
02331,Public,3249,0.027447,0.665575,0.0,0,1,0,0
02334,Public,3860,0.070066,0.561582,0.0,0,0,1,0
02338,Private,7700,0.063039,0.481038,1.0,0,1,0,0
02346,Private,7700,0.025874,0.579478,1.0,0,1,0,0
02355,Public,8551,0.053633,0.435631,1.0,0,0,0,1
02361,Private,3278,0.048058,0.687145,0.0,1,0,0,0
02362,Private,3418,0.068131,0.576623,0.0,1,0,0,0
02363,Private,7700,0.091634,0.460791,1.0,0,1,0,0
02364,Private,3418,0.019949,0.619432,0.0,1,0,0,0
02368,Private,7100,0.039363,0.599372,1.0,0,0,0,1
02370,Private,4476,0.026126,0.413208,0.0,0,1,0,0
02374,Private,7100,0.074546,0.486557,1.0,0,0,0,1
02377,Public,3860,0.086772,0.639761,0.0,0,0,1,0
02378,Private,7100,0.046837,0.424231,1.0,0,0,0,1
02382,Private,3418,0.022705,0.585567,0.0,1,0,0,0
02384,Private,7100,0.078855,0.488009,1.0,0,0,0,1
02389,Public,6020,0.018581,0.716294,0.5,1,0,0,0
02390,Public,8551,0.102161,0.471835,1.0,0,0,0,1
02391,Private,7700,0.076038,0.474924,1.0,0,1,0,0
02393,Private,4476,0.04814,0.657489,0.0,0,1,0,0
02398,Public,8551,0.092224,0.530869,1.0,0,0,0,1
02399,Private,7700,0.080216,0.44391,1.0,0,1,0,0
02400,Private,3418,0.065604,0.659869,0.0,1,0,0,0
02401,Public,3860,0.065367,0.41209,0.0,0,0,1,0
02404,Private,3418,0.035884,0.514759,0.0,1,0,0,0
